Entity,Code,Day,Daily doses administered (7-day rolling average)
Michigan,,2020-12-23,36256
Michigan,,2020-12-24,31138
Michigan,,2020-12-25,25612
Michigan,,2020-12-26,23201
Michigan,,2020-12-27,30335
Michigan,,2020-12-28,28354
Michigan,,2020-12-29,26832
Michigan,,2020-12-30,28234
Michigan,,2020-12-31,29637
Michigan,,2021-01-01,31039
Michigan,,2021-01-02,32442
Michigan,,2021-01-03,25745
Michigan,,2021-01-04,25281
Michigan,,2021-01-05,24618
Michigan,,2021-01-06,26260
Michigan,,2021-01-07,27928
Michigan,,2021-01-08,30277
Michigan,,2021-01-09,30418
Michigan,,2021-01-10,29434
Michigan,,2021-01-11,29657
Michigan,,2021-01-12,29018
Michigan,,2021-01-13,28676
Michigan,,2021-01-14,28132
Michigan,,2021-01-15,25636
Michigan,,2021-01-16,25348
Michigan,,2021-01-17,26184
Michigan,,2021-01-18,25117
Michigan,,2021-01-19,24165
Michigan,,2021-01-20,23005
Michigan,,2021-01-21,22000
Michigan,,2021-01-22,22479
Michigan,,2021-01-23,21394
Michigan,,2021-01-24,19583
Michigan,,2021-01-25,18952
Michigan,,2021-01-26,18075
Michigan,,2021-01-27,17309
Michigan,,2021-01-28,16783
Michigan,,2021-01-29,16369
Michigan,,2021-01-30,14977
Michigan,,2021-01-31,13890
Michigan,,2021-02-01,14895
Michigan,,2021-02-02,17445
Michigan,,2021-02-03,17381
Michigan,,2021-02-04,17863
Michigan,,2021-02-05,16762
Michigan,,2021-02-06,17546
Michigan,,2021-02-07,18155
Michigan,,2021-02-08,16404
Michigan,,2021-02-09,15017
Michigan,,2021-02-10,19864
Michigan,,2021-02-11,18921
Michigan,,2021-02-12,18794
Michigan,,2021-02-13,18446
Michigan,,2021-02-14,18358
Michigan,,2021-02-15,21286
Michigan,,2021-02-16,25976
Michigan,,2021-02-17,20930
Michigan,,2021-02-18,20195
Michigan,,2021-02-19,19593
Michigan,,2021-02-20,19866
Michigan,,2021-02-21,20477
Michigan,,2021-02-22,17111
Michigan,,2021-02-23,16329
Michigan,,2021-02-24,17471
Michigan,,2021-02-25,16239
Michigan,,2021-02-26,15318
Michigan,,2021-02-27,14398
Michigan,,2021-02-28,13477
Michigan,,2021-03-01,17116
Michigan,,2021-03-02,12968
Michigan,,2021-03-03,13030
Michigan,,2021-03-04,14675
Michigan,,2021-03-05,16057
Michigan,,2021-03-06,20480
Michigan,,2021-03-07,20906
Michigan,,2021-03-08,16846
Michigan,,2021-03-09,14122
Michigan,,2021-03-10,11375
Michigan,,2021-03-11,10175
Michigan,,2021-03-12,9372
Michigan,,2021-03-13,5040
Michigan,,2021-03-14,4574
Michigan,,2021-03-15,4486
Michigan,,2021-03-16,4391
Michigan,,2021-03-17,4391
Michigan,,2021-03-18,4411
Michigan,,2021-03-19,4271
Michigan,,2021-03-20,4377
Michigan,,2021-03-21,4397
Michigan,,2021-03-22,4376
Michigan,,2021-03-23,4360
Michigan,,2021-03-24,4420
Michigan,,2021-03-25,5266
Michigan,,2021-03-26,5264
Michigan,,2021-03-27,5159
Michigan,,2021-03-28,5112
Michigan,,2021-03-29,5107
Michigan,,2021-03-30,5118
Michigan,,2021-03-31,5573
Michigan,,2021-04-01,6208
Michigan,,2021-04-02,8234
Michigan,,2021-04-03,9654
Michigan,,2021-04-04,10638
Michigan,,2021-04-05,12162
Michigan,,2021-04-06,14057
Michigan,,2021-04-07,15455
Michigan,,2021-04-08,15647
Michigan,,2021-04-09,15699
Michigan,,2021-04-10,14900
Michigan,,2021-04-11,15419
Michigan,,2021-04-12,15304
Michigan,,2021-04-13,15457
Michigan,,2021-04-14,15378
Michigan,,2021-04-15,15325
Michigan,,2021-04-16,14892
Michigan,,2021-04-17,15281
Michigan,,2021-04-18,13535
Michigan,,2021-04-19,13117
Michigan,,2021-04-20,12839
Michigan,,2021-04-21,12527
Michigan,,2021-04-22,12371
Michigan,,2021-04-23,12212
Michigan,,2021-04-24,12017
Michigan,,2021-04-25,12638
Michigan,,2021-04-26,11065
Michigan,,2021-04-27,11394
Michigan,,2021-04-28,11960
Michigan,,2021-04-29,11633
Michigan,,2021-04-30,11339
Michigan,,2021-05-01,11145
Michigan,,2021-05-02,11285
Michigan,,2021-05-03,12749
Michigan,,2021-05-04,12262
Michigan,,2021-05-05,11148
Michigan,,2021-05-06,10974
Michigan,,2021-05-07,10814
Michigan,,2021-05-08,10881
Michigan,,2021-05-09,10598
Michigan,,2021-05-10,10724
Michigan,,2021-05-11,10007
Michigan,,2021-05-12,10056
Michigan,,2021-05-13,10085
Michigan,,2021-05-14,9970
Michigan,,2021-05-15,10233
Michigan,,2021-05-16,10436
Michigan,,2021-05-17,10375
Michigan,,2021-05-18,10694
Michigan,,2021-05-19,10807
Michigan,,2021-05-20,11054
Michigan,,2021-05-21,9390
Michigan,,2021-05-22,8032
Michigan,,2021-05-23,10989
Michigan,,2021-05-24,11288
Michigan,,2021-05-25,11325
Michigan,,2021-05-26,11933
Michigan,,2021-05-27,10341
Michigan,,2021-05-28,10756
Michigan,,2021-05-29,11179
Michigan,,2021-05-30,7960
Michigan,,2021-05-31,9364
Michigan,,2021-06-01,8352
Michigan,,2021-06-02,7128
Michigan,,2021-06-03,7529
Michigan,,2021-06-04,7763
Michigan,,2021-06-05,7506
Michigan,,2021-06-06,7117
Michigan,,2021-06-07,4458
Michigan,,2021-06-08,7003
Michigan,,2021-06-09,6951
Michigan,,2021-06-10,7359
Michigan,,2021-06-11,7344
Michigan,,2021-06-12,7301
Michigan,,2021-06-13,7302
Michigan,,2021-06-14,7320
Michigan,,2021-06-15,3834
Michigan,,2021-06-16,3060
Michigan,,2021-06-17,2245
Michigan,,2021-06-18,2020
Michigan,,2021-06-19,2313
Michigan,,2021-06-20,2695
Michigan,,2021-06-21,2508
Michigan,,2021-06-22,3915
Michigan,,2021-06-23,4912
Michigan,,2021-06-24,5909
Michigan,,2021-06-25,6907
Michigan,,2021-06-26,7904
Michigan,,2021-06-27,8901
Michigan,,2021-06-28,9899
Michigan,,2021-06-29,8886
Michigan,,2021-06-30,7874
Michigan,,2021-07-01,6862
Michigan,,2021-07-02,5849
Michigan,,2021-07-03,4837
Michigan,,2021-07-04,3825
Michigan,,2021-07-05,2812
Michigan,,2021-07-06,2709
Michigan,,2021-07-07,2607
Michigan,,2021-07-08,2504
Michigan,,2021-07-09,2401
Michigan,,2021-07-10,2298
Michigan,,2021-07-11,2195
Michigan,,2021-07-12,2093
Michigan,,2021-07-13,2261
Michigan,,2021-07-14,2429
Michigan,,2021-07-15,2597
Michigan,,2021-07-16,2765
Michigan,,2021-07-17,2933
Michigan,,2021-07-18,3101
Michigan,,2021-07-19,3269
Michigan,,2021-07-20,3338
Michigan,,2021-07-21,3407
Michigan,,2021-07-22,3476
Michigan,,2021-07-23,3545
Michigan,,2021-07-24,3614
Michigan,,2021-07-25,3683
Michigan,,2021-07-26,3752
Michigan,,2021-07-27,3730
Michigan,,2021-07-28,3709
Michigan,,2021-07-29,3687
Michigan,,2021-07-30,3665
Michigan,,2021-07-31,3644
Michigan,,2021-08-01,3622
Michigan,,2021-08-02,3601
Michigan,,2021-08-03,5685
Michigan,,2021-08-04,7769
Michigan,,2021-08-05,9853
Michigan,,2021-08-06,11936
Michigan,,2021-08-07,14020
Michigan,,2021-08-08,16104
Michigan,,2021-08-09,18188
Michigan,,2021-08-10,16462
Michigan,,2021-08-11,14737
Michigan,,2021-08-12,13011
Michigan,,2021-08-13,11285
Michigan,,2021-08-14,9559
Michigan,,2021-08-15,7833
Michigan,,2021-08-16,6107
Michigan,,2021-08-17,6275
Michigan,,2021-08-18,6443
Michigan,,2021-08-19,6611
Michigan,,2021-08-20,6778
Michigan,,2021-08-21,6946
Michigan,,2021-08-22,7114
Michigan,,2021-08-23,7282
Michigan,,2021-08-24,6905
Michigan,,2021-08-25,6527
Michigan,,2021-08-26,6150
Michigan,,2021-08-27,5773
Michigan,,2021-08-28,5395
Michigan,,2021-08-29,5018
Michigan,,2021-08-30,4641
Michigan,,2021-08-31,4313
Michigan,,2021-09-01,3984
Michigan,,2021-09-02,3656
Michigan,,2021-09-03,3328
Michigan,,2021-09-04,3000
Michigan,,2021-09-05,2672
Michigan,,2021-09-06,2344
Michigan,,2021-09-07,2242
Michigan,,2021-09-08,2141
Michigan,,2021-09-09,2039
Michigan,,2021-09-10,1938
Michigan,,2021-09-11,1836
Michigan,,2021-09-12,1735
Michigan,,2021-09-13,1633
Michigan,,2021-09-14,4774
Michigan,,2021-09-15,7916
Michigan,,2021-09-16,11057
Michigan,,2021-09-17,14198
Michigan,,2021-09-18,17339
Michigan,,2021-09-19,20481
Michigan,,2021-09-20,23622
Michigan,,2021-09-21,22945
Michigan,,2021-09-22,22269
Michigan,,2021-09-23,21592
Michigan,,2021-09-24,20916
Michigan,,2021-09-25,20239
Michigan,,2021-09-26,19563
Michigan,,2021-09-27,18886
Michigan,,2021-09-28,19036
Michigan,,2021-09-29,19185
Michigan,,2021-09-30,19335
Michigan,,2021-10-01,19484
Michigan,,2021-10-02,19633
Michigan,,2021-10-03,19783
Michigan,,2021-10-04,19932
Michigan,,2021-10-05,20335
Michigan,,2021-10-06,20737
Michigan,,2021-10-07,21139
Michigan,,2021-10-08,21541
Michigan,,2021-10-09,21943
Michigan,,2021-10-10,22345
Michigan,,2021-10-11,22747
Michigan,,2021-10-12,22730
Michigan,,2021-10-13,22713
Michigan,,2021-10-14,22695
Michigan,,2021-10-15,22678
Michigan,,2021-10-16,22661
Michigan,,2021-10-17,22644
Michigan,,2021-10-18,22626
Michigan,,2021-10-19,22529
Michigan,,2021-10-20,22432
Michigan,,2021-10-21,22336
Michigan,,2021-10-22,22239
Michigan,,2021-10-23,22142
Michigan,,2021-10-24,22045
Michigan,,2021-10-25,21948
Michigan,,2021-10-26,21852
Michigan,,2021-10-27,21755
Michigan,,2021-10-28,21659
Michigan,,2021-10-29,21563
Michigan,,2021-10-30,21466
Michigan,,2021-10-31,21370
Michigan,,2021-11-01,21274
Michigan,,2021-11-02,20515
Michigan,,2021-11-03,19757
Michigan,,2021-11-04,18998
Michigan,,2021-11-05,18240
Michigan,,2021-11-06,17481
Michigan,,2021-11-07,16723
Michigan,,2021-11-08,15964
Michigan,,2021-11-09,15804
Michigan,,2021-11-10,15644
Michigan,,2021-11-11,15484
Michigan,,2021-11-12,15324
Michigan,,2021-11-13,15164
Michigan,,2021-11-14,15005
Michigan,,2021-11-15,14845
Michigan,,2021-11-16,14516
Michigan,,2021-11-17,14188
Michigan,,2021-11-18,13859
Michigan,,2021-11-19,13531
Michigan,,2021-11-20,13203
Michigan,,2021-11-21,12874
Michigan,,2021-11-22,12546
Michigan,,2021-11-23,11751
Michigan,,2021-11-24,10957
Michigan,,2021-11-25,10163
Michigan,,2021-11-26,9369
Michigan,,2021-11-27,8575
Michigan,,2021-11-28,7780
Michigan,,2021-11-29,6986
Michigan,,2021-11-30,7224
Michigan,,2021-12-01,7462
Michigan,,2021-12-02,7700
Michigan,,2021-12-03,7938
Michigan,,2021-12-04,8176
Michigan,,2021-12-05,8414
Michigan,,2021-12-06,8652
Michigan,,2021-12-07,8808
Michigan,,2021-12-08,8964
Michigan,,2021-12-09,9121
Michigan,,2021-12-10,9277
Michigan,,2021-12-11,9433
Michigan,,2021-12-12,9590
Michigan,,2021-12-13,9746
Michigan,,2021-12-14,9597
Michigan,,2021-12-15,9447
Michigan,,2021-12-16,9298
Michigan,,2021-12-17,9148
Michigan,,2021-12-18,8999
Michigan,,2021-12-19,8849
Michigan,,2021-12-20,8700
Michigan,,2021-12-21,8323
Michigan,,2021-12-22,7946
Michigan,,2021-12-23,7569
Michigan,,2021-12-24,7192
Michigan,,2021-12-25,6816
Michigan,,2021-12-26,6439
Michigan,,2021-12-27,6062
Michigan,,2021-12-28,5731
Michigan,,2021-12-29,5401
Michigan,,2021-12-30,5070
Michigan,,2021-12-31,4739
Michigan,,2022-01-01,4408
Michigan,,2022-01-02,4077
Michigan,,2022-01-03,3747
Michigan,,2022-01-04,3890
Michigan,,2022-01-05,4033
Michigan,,2022-01-06,4177
Michigan,,2022-01-07,4320
Michigan,,2022-01-08,4464
Michigan,,2022-01-09,4607
Michigan,,2022-01-10,4750
Michigan,,2022-01-11,4704
Michigan,,2022-01-12,4658
Michigan,,2022-01-13,4612
Michigan,,2022-01-14,4566
Michigan,,2022-01-15,4520
Michigan,,2022-01-16,4474
Michigan,,2022-01-17,4428
Michigan,,2022-01-18,4287
Michigan,,2022-01-19,4146
Michigan,,2022-01-20,4005
Michigan,,2022-01-21,3864
Michigan,,2022-01-22,3723
Michigan,,2022-01-23,3582
Michigan,,2022-01-24,3441
Michigan,,2022-01-25,3286
Michigan,,2022-01-26,3130
Michigan,,2022-01-27,2975
Michigan,,2022-01-28,2819
Michigan,,2022-01-29,2664
Michigan,,2022-01-30,2508
Michigan,,2022-01-31,2353
Michigan,,2022-02-01,2367
Michigan,,2022-02-02,2381
Michigan,,2022-02-03,2395
Michigan,,2022-02-04,2409
Michigan,,2022-02-05,2423
Michigan,,2022-02-06,2437
Michigan,,2022-02-07,2451
Michigan,,2022-02-08,2381
Michigan,,2022-02-09,2311
Michigan,,2022-02-10,2240
Michigan,,2022-02-11,2170
Michigan,,2022-02-12,2100
Michigan,,2022-02-13,2030
Michigan,,2022-02-14,1960
Michigan,,2022-02-15,1936
Michigan,,2022-02-16,1911
Michigan,,2022-02-17,1887
Michigan,,2022-02-18,1862
Michigan,,2022-02-19,1838
Michigan,,2022-02-20,1813
Michigan,,2022-02-21,1789
Michigan,,2022-02-22,1736
Michigan,,2022-02-23,1684
Michigan,,2022-02-24,1631
Michigan,,2022-02-25,1579
Michigan,,2022-02-26,1526
Michigan,,2022-02-27,1474
Michigan,,2022-02-28,1421
Michigan,,2022-03-01,1436
Michigan,,2022-03-02,1451
Michigan,,2022-03-03,1466
Michigan,,2022-03-04,1481
Michigan,,2022-03-05,1496
Michigan,,2022-03-06,1511
Michigan,,2022-03-07,1525
Michigan,,2022-03-08,1535
Michigan,,2022-03-09,1545
Michigan,,2022-03-10,1554
Michigan,,2022-03-11,1564
Michigan,,2022-03-12,1573
Michigan,,2022-03-13,1583
Michigan,,2022-03-14,1592
Michigan,,2022-03-15,1610
Michigan,,2022-03-16,1628
Michigan,,2022-03-17,1646
Michigan,,2022-03-18,1663
Michigan,,2022-03-19,1681
Michigan,,2022-03-20,1699
Michigan,,2022-03-21,1716
Michigan,,2022-03-22,2973
Michigan,,2022-03-23,4230
Michigan,,2022-03-24,5487
Michigan,,2022-03-25,6744
Michigan,,2022-03-26,8001
Michigan,,2022-03-27,9258
Michigan,,2022-03-28,10515
Michigan,,2022-03-29,9218
Michigan,,2022-03-30,7920
Michigan,,2022-03-31,6623
Michigan,,2022-04-01,5325
Michigan,,2022-04-02,4028
Michigan,,2022-04-03,2730
Michigan,,2022-04-04,1433
Michigan,,2022-04-05,1232
Michigan,,2022-04-06,1032
Michigan,,2022-04-07,831
Michigan,,2022-04-08,631
Michigan,,2022-04-09,430
Michigan,,2022-04-10,230
Michigan,,2022-04-11,29
Michigan,,2022-04-12,391
Michigan,,2022-04-13,752
Michigan,,2022-04-14,1113
Michigan,,2022-04-15,1474
Michigan,,2022-04-16,1836
Michigan,,2022-04-17,2197
Michigan,,2022-04-18,2558
Michigan,,2022-04-19,2418
Michigan,,2022-04-20,2278
Michigan,,2022-04-21,2138
Michigan,,2022-04-22,1998
Michigan,,2022-04-23,1858
Michigan,,2022-04-24,1718
Michigan,,2022-04-25,1578
Michigan,,2022-04-26,1745
Michigan,,2022-04-27,1912
Michigan,,2022-04-28,2079
Michigan,,2022-04-29,2246
Michigan,,2022-04-30,2413
Michigan,,2022-05-01,2580
Michigan,,2022-05-02,2748
Michigan,,2022-05-03,2743
Michigan,,2022-05-04,2739
Michigan,,2022-05-05,2735
Michigan,,2022-05-06,2731
Michigan,,2022-05-07,2727
Michigan,,2022-05-08,2722
Michigan,,2022-05-09,2718
Minnesota,,2020-01-13,3115
Minnesota,,2020-01-14,8722
Minnesota,,2020-01-15,12004
Minnesota,,2020-01-16,12333
Minnesota,,2020-01-17,12531
Minnesota,,2020-01-18,12662
Minnesota,,2020-01-19,12756
Minnesota,,2020-01-20,12456
Minnesota,,2020-01-21,11390
Minnesota,,2020-01-22,11426
Minnesota,,2020-01-23,13389
Minnesota,,2020-01-24,13755
Minnesota,,2020-01-25,15521
Minnesota,,2020-01-26,15558
Minnesota,,2020-01-27,17550
Minnesota,,2020-01-28,20603
Minnesota,,2020-01-29,23159
Minnesota,,2020-01-30,25793
Minnesota,,2020-01-31,28223
Minnesota,,2020-02-01,28495
Minnesota,,2020-02-02,27466
Minnesota,,2020-02-03,25329
Minnesota,,2020-02-04,32973
Minnesota,,2020-02-05,27729
Minnesota,,2020-02-06,31074
Minnesota,,2020-02-07,30049
Minnesota,,2020-02-08,28423
Minnesota,,2020-02-09,27513
Minnesota,,2020-02-10,27513
Minnesota,,2020-02-11,17116
Minnesota,,2020-02-12,21793
Minnesota,,2020-02-13,18302
Minnesota,,2020-02-14,20236
Minnesota,,2020-02-15,20646
Minnesota,,2020-02-16,23369
Minnesota,,2020-02-17,25699
Minnesota,,2020-02-18,29002
Minnesota,,2020-02-19,37825
Minnesota,,2020-02-20,37976
Minnesota,,2020-02-21,38014
Minnesota,,2020-02-22,35500
Minnesota,,2020-02-23,37341
Minnesota,,2020-02-24,37703
Minnesota,,2020-02-25,37361
Minnesota,,2020-02-26,29997
Minnesota,,2020-02-27,32139
Minnesota,,2020-02-28,36735
Minnesota,,2020-02-29,41617
Minnesota,,2020-03-01,39088
Minnesota,,2020-03-02,41205
Minnesota,,2020-03-03,42011
Minnesota,,2020-03-04,42969
Minnesota,,2020-03-05,43673
Minnesota,,2020-03-06,41066
Minnesota,,2020-03-07,42289
Minnesota,,2020-03-08,43302
Minnesota,,2020-03-09,42062
Minnesota,,2020-03-10,44388
Minnesota,,2020-03-11,44590
Minnesota,,2020-03-12,53259
Minnesota,,2020-03-13,45642
Minnesota,,2020-03-14,44532
Minnesota,,2020-03-15,42737
Minnesota,,2020-03-16,44097
Minnesota,,2020-03-17,42264
Minnesota,,2020-03-18,43687
Minnesota,,2020-03-19,34762
Minnesota,,2020-03-20,43641
Minnesota,,2020-03-21,43360
Minnesota,,2020-03-22,43932
Minnesota,,2020-03-23,42856
Minnesota,,2020-03-24,42595
Minnesota,,2020-03-25,42645
Minnesota,,2020-03-26,44832
Minnesota,,2020-03-27,46535
Minnesota,,2020-03-28,46411
Minnesota,,2020-03-29,49773
Minnesota,,2020-03-30,53041
Minnesota,,2020-03-31,54721
Minnesota,,2020-04-01,55455
Minnesota,,2020-04-02,56854
Minnesota,,2020-04-03,56660
Minnesota,,2020-04-04,58255
Minnesota,,2020-04-05,54663
Minnesota,,2020-04-06,54755
Minnesota,,2020-04-07,55207
Minnesota,,2020-04-08,56253
Minnesota,,2020-04-09,50903
Minnesota,,2020-04-10,53346
Minnesota,,2020-04-11,60376
Minnesota,,2020-04-12,62388
Minnesota,,2020-04-13,58309
Minnesota,,2020-04-14,58667
Minnesota,,2020-04-15,57295
Minnesota,,2020-04-16,57136
Minnesota,,2020-04-17,54971
Minnesota,,2020-04-18,41673
Minnesota,,2020-04-19,46945
Minnesota,,2020-04-20,49326
Minnesota,,2020-04-21,48876
Minnesota,,2020-04-22,49086
Minnesota,,2020-04-23,46622
Minnesota,,2020-04-24,47389
Minnesota,,2020-04-25,57431
Minnesota,,2020-04-26,50693
Minnesota,,2020-04-27,51377
Minnesota,,2020-04-28,50512
Minnesota,,2020-04-29,49786
Minnesota,,2020-04-30,54677
Minnesota,,2020-05-01,50971
Minnesota,,2020-05-02,43982
Minnesota,,2020-05-03,43493
Minnesota,,2020-05-04,41007
Minnesota,,2020-05-05,40487
Minnesota,,2020-05-06,31900
Minnesota,,2020-05-07,36285
Minnesota,,2020-05-08,35202
Minnesota,,2020-05-09,36518
Minnesota,,2020-05-10,37969
Minnesota,,2020-05-11,38862
Minnesota,,2020-05-12,38726
Minnesota,,2020-05-13,44261
Minnesota,,2020-05-14,36980
Minnesota,,2020-05-15,37404
Minnesota,,2020-05-16,36683
Minnesota,,2020-05-17,35760
Minnesota,,2020-05-18,35525
Minnesota,,2020-05-19,36349
Minnesota,,2020-05-20,37225
Minnesota,,2020-05-21,39357
Minnesota,,2020-05-22,37328
Minnesota,,2020-05-23,37120
Minnesota,,2020-05-24,36392
Minnesota,,2020-05-25,34722
Minnesota,,2020-05-26,32719
Minnesota,,2020-05-27,30380
Minnesota,,2020-05-28,25391
Minnesota,,2020-05-29,23592
Minnesota,,2020-05-30,21157
Minnesota,,2020-05-31,20840
Minnesota,,2020-06-01,18688
Minnesota,,2020-06-02,15982
Minnesota,,2020-06-03,14449
Minnesota,,2020-06-04,13681
Minnesota,,2020-06-05,13540
Minnesota,,2020-06-06,15132
Minnesota,,2020-06-07,15163
Minnesota,,2020-06-08,17019
Minnesota,,2020-06-09,18365
Minnesota,,2020-06-10,15755
Minnesota,,2020-06-11,16391
Minnesota,,2020-06-12,16544
Minnesota,,2020-06-13,16874
Minnesota,,2020-06-14,17637
Minnesota,,2020-06-15,17956
Minnesota,,2020-06-16,17657
Minnesota,,2020-06-17,20094
Minnesota,,2020-06-18,19207
Minnesota,,2020-06-19,17757
Minnesota,,2020-06-20,16110
Minnesota,,2020-06-21,14658
Minnesota,,2020-06-22,12988
Minnesota,,2020-06-23,11465
Minnesota,,2020-06-24,10711
Minnesota,,2020-06-25,9935
Minnesota,,2020-06-26,10233
Minnesota,,2020-06-27,11174
Minnesota,,2020-06-28,10995
Minnesota,,2020-06-29,14503
Minnesota,,2020-06-30,15477
Minnesota,,2020-07-01,15178
Minnesota,,2020-07-02,14417
Minnesota,,2020-07-03,13379
Minnesota,,2020-07-04,11460
Minnesota,,2020-07-05,11595
Minnesota,,2020-07-06,7314
Minnesota,,2020-07-07,6173
Minnesota,,2020-07-08,5973
Minnesota,,2020-07-09,5946
Minnesota,,2020-07-10,6003
Minnesota,,2020-07-11,6045
Minnesota,,2020-07-12,5859
Minnesota,,2020-07-13,6424
Minnesota,,2020-07-14,6255
Minnesota,,2020-07-15,6306
Minnesota,,2020-07-16,6141
Minnesota,,2020-07-17,5994
Minnesota,,2020-07-18,5980
Minnesota,,2020-07-19,6030
Minnesota,,2020-07-20,6095
Minnesota,,2020-07-21,6152
Minnesota,,2020-07-22,6133
Minnesota,,2020-07-23,6260
Minnesota,,2020-07-24,6271
Minnesota,,2020-07-25,6529
Minnesota,,2020-07-26,6570
Minnesota,,2020-07-27,6480
Minnesota,,2020-07-28,6996
Minnesota,,2020-07-29,7180
Minnesota,,2020-07-30,7353
Minnesota,,2020-07-31,7933
Minnesota,,2020-08-01,8042
Minnesota,,2020-08-02,8096
Minnesota,,2020-08-03,8419
Minnesota,,2020-08-04,8216
Minnesota,,2020-08-05,8474
Minnesota,,2020-08-06,8807
Minnesota,,2020-08-07,8833
Minnesota,,2020-08-08,8989
Minnesota,,2020-08-09,9205
Minnesota,,2020-08-10,9279
Minnesota,,2020-08-11,9071
Minnesota,,2020-08-12,8896
Minnesota,,2020-08-13,8831
Minnesota,,2020-08-14,7234
Minnesota,,2020-08-15,8998
Minnesota,,2020-08-16,9073
Minnesota,,2020-08-17,9288
Minnesota,,2020-08-18,9697
Minnesota,,2020-08-19,10034
Minnesota,,2020-08-20,10310
Minnesota,,2020-08-21,12077
Minnesota,,2020-08-22,10412
Minnesota,,2020-08-23,10323
Minnesota,,2020-08-24,10257
Minnesota,,2020-08-25,10550
Minnesota,,2020-08-26,10660
Minnesota,,2020-08-27,10812
Minnesota,,2020-08-28,10913
Minnesota,,2020-08-29,10786
Minnesota,,2020-08-30,10908
Minnesota,,2020-08-31,10965
Minnesota,,2020-09-01,11156
Minnesota,,2020-09-02,11220
Minnesota,,2020-09-03,11139
Minnesota,,2020-09-04,10425
Minnesota,,2020-09-05,10638
Minnesota,,2020-09-06,11090
Minnesota,,2020-09-07,10153
Minnesota,,2020-09-08,9137
Minnesota,,2020-09-09,8907
Minnesota,,2020-09-10,8511
Minnesota,,2020-09-11,8999
Minnesota,,2020-09-12,8745
Minnesota,,2020-09-13,7612
Minnesota,,2020-09-14,8815
Minnesota,,2020-09-15,9355
Minnesota,,2020-09-16,8880
Minnesota,,2020-09-17,8888
Minnesota,,2020-09-18,8683
Minnesota,,2020-09-19,8553
Minnesota,,2020-09-20,8968
Minnesota,,2020-09-21,8274
Minnesota,,2020-09-22,7906
Minnesota,,2020-09-23,7685
Minnesota,,2020-09-24,7332
Minnesota,,2020-09-25,7667
Minnesota,,2020-09-26,8081
Minnesota,,2020-09-27,8602
Minnesota,,2020-09-28,9855
Minnesota,,2020-09-29,10910
Minnesota,,2020-09-30,12210
Minnesota,,2020-10-01,13324
Minnesota,,2020-10-02,15395
Minnesota,,2020-10-03,14232
Minnesota,,2020-10-04,14143
Minnesota,,2020-10-05,14162
Minnesota,,2020-10-06,14249
Minnesota,,2020-10-07,17277
Minnesota,,2020-10-08,19399
Minnesota,,2020-10-09,17147
Minnesota,,2020-10-10,18719
Minnesota,,2020-10-11,19441
Minnesota,,2020-10-12,19192
Minnesota,,2020-10-13,19364
Minnesota,,2020-10-14,16487
Minnesota,,2020-10-15,12037
Minnesota,,2020-10-16,15847
Minnesota,,2020-10-17,15734
Minnesota,,2020-10-18,14710
Minnesota,,2020-10-19,14797
Minnesota,,2020-10-20,14411
Minnesota,,2020-10-21,14342
Minnesota,,2020-10-22,16947
Minnesota,,2020-10-23,14464
Minnesota,,2020-10-24,14776
Minnesota,,2020-10-25,15438
Minnesota,,2020-10-26,16866
Minnesota,,2020-10-27,19219
Minnesota,,2020-10-28,20756
Minnesota,,2020-10-29,23466
Minnesota,,2020-10-30,25683
Minnesota,,2020-10-31,26987
Minnesota,,2020-11-01,26808
Minnesota,,2020-11-02,26260
Minnesota,,2020-11-03,41178
Minnesota,,2020-11-04,41585
Minnesota,,2020-11-05,40835
Minnesota,,2020-11-06,41348
Minnesota,,2020-11-07,41915
Minnesota,,2020-11-08,42523
Minnesota,,2020-11-09,43332
Minnesota,,2020-11-10,29603
Minnesota,,2020-11-11,30986
Minnesota,,2020-11-12,26384
Minnesota,,2020-11-13,33854
Minnesota,,2020-11-14,33727
Minnesota,,2020-11-15,33489
Minnesota,,2020-11-16,35125
Minnesota,,2020-11-17,35420
Minnesota,,2020-11-18,35919
Minnesota,,2020-11-19,42598
Minnesota,,2020-11-20,37603
Minnesota,,2020-11-21,38049
Minnesota,,2020-11-22,38770
Minnesota,,2020-11-23,38954
Minnesota,,2020-11-24,34084
Minnesota,,2020-11-25,29011
Minnesota,,2020-11-26,23521
Minnesota,,2020-11-27,16595
Minnesota,,2020-11-28,13810
Minnesota,,2020-11-29,25592
Minnesota,,2020-11-30,24775
Minnesota,,2020-12-01,29237
Minnesota,,2020-12-02,34484
Minnesota,,2020-12-03,41907
Minnesota,,2020-12-04,47691
Minnesota,,2020-12-05,50223
Minnesota,,2020-12-06,38146
Minnesota,,2020-12-07,38282
Minnesota,,2020-12-08,37831
Minnesota,,2020-12-09,38270
Minnesota,,2020-12-10,33688
Minnesota,,2020-12-11,34661
Minnesota,,2020-12-12,34064
Minnesota,,2020-12-13,33414
Minnesota,,2020-12-14,33478
Minnesota,,2020-12-15,33349
Minnesota,,2020-12-16,31734
Minnesota,,2020-12-17,32575
Minnesota,,2020-12-18,30239
Minnesota,,2020-12-19,29688
Minnesota,,2020-12-20,30091
Minnesota,,2020-12-21,26739
Minnesota,,2020-12-22,26547
Minnesota,,2020-12-23,22538
Minnesota,,2020-12-24,18919
Minnesota,,2020-12-25,14561
